RUN	bank.CreateAccountSimulation	createaccountsimulation	1593599673367	 	3.3.1
REQUEST	614		Create new account	1593599681838	1593599688260	OK	 
USER	Create account	614	END	1593599681837	1593599688261
USER	Create account	2544	START	1593599688268	1593599688268
USER	Create account	2542	START	1593599688268	1593599688268
USER	Create account	2543	START	1593599688268	1593599688268
USER	Create account	2547	START	1593599688279	1593599688279
USER	Create account	2545	START	1593599688279	1593599688279
USER	Create account	2546	START	1593599688279	1593599688279
REQUEST	610		Create new account	1593599681828	1593599688281	OK	 
USER	Create account	610	END	1593599681827	1593599688282
USER	Create account	2548	START	1593599688284	1593599688284
USER	Create account	2549	START	1593599688284	1593599688284
USER	Create account	2550	START	1593599688284	1593599688284
REQUEST	615		Create new account	1593599681838	1593599688289	OK	 
USER	Create account	615	END	1593599681838	1593599688289
USER	Create account	2553	START	1593599688294	1593599688294
USER	Create account	2552	START	1593599688294	1593599688294
USER	Create account	2551	START	1593599688294	1593599688294
REQUEST	617		Create new account	1593599681848	1593599688300	OK	 
USER	Create account	617	END	1593599681848	1593599688300
USER	Create account	2554	START	1593599688305	1593599688305
USER	Create account	2555	START	1593599688305	1593599688305
USER	Create account	2556	START	1593599688305	1593599688305
REQUEST	616		Create new account	1593599681848	1593599688306	OK	 
USER	Create account	616	END	1593599681848	1593599688306
USER	Create account	2558	START	1593599688316	1593599688316
USER	Create account	2557	START	1593599688316	1593599688316
USER	Create account	2559	START	1593599688316	1593599688316
REQUEST	618		Create new account	1593599681849	1593599688325	OK	 
USER	Create account	618	END	1593599681848	1593599688325
USER	Create account	2560	START	1593599688326	1593599688326
USER	Create account	2561	START	1593599688326	1593599688326
USER	Create account	2562	START	1593599688327	1593599688327
USER	Create account	2564	START	1593599688337	1593599688337
USER	Create account	2565	START	1593599688337	1593599688337
USER	Create account	2563	START	1593599688337	1593599688337
REQUEST	620		Create new account	1593599681859	1593599688338	OK	 
USER	Create account	620	END	1593599681859	1593599688338
USER	Create account	2567	START	1593599688348	1593599688348
USER	Create account	2568	START	1593599688348	1593599688348
USER	Create account	2566	START	1593599688348	1593599688348
REQUEST	621		Create new account	1593599681859	1593599688356	OK	 
USER	Create account	621	END	1593599681859	1593599688356
REQUEST	619		Create new account	1593599681860	1593599688358	OK	 
USER	Create account	2570	START	1593599688358	1593599688358
USER	Create account	2569	START	1593599688358	1593599688358
USER	Create account	2571	START	1593599688358	1593599688358
USER	Create account	619	END	1593599681859	1593599688359
USER	Create account	2574	START	1593599688370	1593599688370
USER	Create account	2572	START	1593599688369	1593599688369
USER	Create account	2573	START	1593599688370	1593599688370
USER	Create account	2577	START	1593599688374	1593599688374
USER	Create account	2575	START	1593599688374	1593599688374
USER	Create account	2576	START	1593599688374	1593599688374
USER	Create account	2579	START	1593599688384	1593599688384
USER	Create account	2578	START	1593599688384	1593599688384
USER	Create account	2580	START	1593599688384	1593599688384
REQUEST	622		Create new account	1593599681869	1593599688394	OK	 
USER	Create account	622	END	1593599681869	1593599688394
USER	Create account	2581	START	1593599688394	1593599688394
USER	Create account	2583	START	1593599688394	1593599688394
USER	Create account	2582	START	1593599688394	1593599688394
REQUEST	623		Create new account	1593599681869	1593599688400	OK	 
USER	Create account	623	END	1593599681869	1593599688401
USER	Create account	2585	START	1593599688404	1593599688404
USER	Create account	2586	START	1593599688404	1593599688404
USER	Create account	2584	START	1593599688404	1593599688404
REQUEST	633		Create new account	1593599681880	1593599688412	OK	 
USER	Create account	633	END	1593599681879	1593599688413
REQUEST	624		Create new account	1593599681869	1593599688415	OK	 
USER	Create account	2588	START	1593599688415	1593599688415
USER	Create account	2587	START	1593599688415	1593599688415
USER	Create account	624	END	1593599681869	1593599688415
USER	Create account	2589	START	1593599688415	1593599688415
USER	Create account	2590	START	1593599688426	1593599688426
USER	Create account	2591	START	1593599688426	1593599688426
USER	Create account	2592	START	1593599688426	1593599688426
USER	Create account	2593	START	1593599688437	1593599688437
USER	Create account	2594	START	1593599688437	1593599688437
USER	Create account	2595	START	1593599688437	1593599688437
USER	Create account	2598	START	1593599688447	1593599688447
USER	Create account	2596	START	1593599688447	1593599688447
USER	Create account	2597	START	1593599688447	1593599688447
REQUEST	626		Create new account	1593599681880	1593599688450	OK	 
USER	Create account	626	END	1593599681879	1593599688451
REQUEST	627		Create new account	1593599681880	1593599688457	OK	 
USER	Create account	627	END	1593599681879	1593599688458
USER	Create account	2600	START	1593599688458	1593599688458
USER	Create account	2601	START	1593599688458	1593599688458
USER	Create account	2599	START	1593599688458	1593599688458
REQUEST	628		Create new account	1593599681888	1593599688461	OK	 
USER	Create account	628	END	1593599681885	1593599688461
REQUEST	625		Create new account	1593599681880	1593599688466	OK	 
USER	Create account	625	END	1593599681879	1593599688466
USER	Create account	2604	START	1593599688468	1593599688468
USER	Create account	2603	START	1593599688468	1593599688468
USER	Create account	2602	START	1593599688468	1593599688468
USER	Create account	2605	START	1593599688479	1593599688479
USER	Create account	2606	START	1593599688479	1593599688479
USER	Create account	2607	START	1593599688479	1593599688479
USER	Create account	2609	START	1593599688489	1593599688489
USER	Create account	2608	START	1593599688489	1593599688489
USER	Create account	2610	START	1593599688489	1593599688489
USER	Create account	2613	START	1593599688494	1593599688494
USER	Create account	2612	START	1593599688494	1593599688494
USER	Create account	2611	START	1593599688494	1593599688494
REQUEST	629		Create new account	1593599681885	1593599688502	OK	 
USER	Create account	629	END	1593599681885	1593599688502
USER	Create account	2614	START	1593599688504	1593599688504
USER	Create account	2616	START	1593599688504	1593599688504
USER	Create account	2615	START	1593599688504	1593599688504
REQUEST	636		Create new account	1593599681896	1593599688511	OK	 
REQUEST	630		Create new account	1593599681887	1593599688511	OK	 
USER	Create account	636	END	1593599681895	1593599688512
USER	Create account	630	END	1593599681885	1593599688512
REQUEST	631		Create new account	1593599681897	1593599688514	OK	 
USER	Create account	631	END	1593599681895	1593599688515
USER	Create account	2619	START	1593599688515	1593599688515
USER	Create account	2618	START	1593599688515	1593599688515
USER	Create account	2617	START	1593599688515	1593599688515
USER	Create account	2621	START	1593599688525	1593599688525
USER	Create account	2622	START	1593599688526	1593599688526
USER	Create account	2620	START	1593599688525	1593599688525
USER	Create account	2624	START	1593599688536	1593599688536
USER	Create account	2625	START	1593599688536	1593599688536
USER	Create account	2623	START	1593599688536	1593599688536
USER	Create account	2626	START	1593599688547	1593599688547
USER	Create account	2628	START	1593599688547	1593599688547
USER	Create account	2627	START	1593599688547	1593599688547
USER	Create account	2629	START	1593599688558	1593599688558
USER	Create account	2631	START	1593599688558	1593599688558
USER	Create account	2630	START	1593599688558	1593599688558
USER	Create account	2632	START	1593599688568	1593599688568
USER	Create account	2634	START	1593599688568	1593599688568
USER	Create account	2633	START	1593599688568	1593599688568
REQUEST	635		Create new account	1593599681897	1593599688577	OK	 
USER	Create account	635	END	1593599681895	1593599688578
USER	Create account	2637	START	1593599688579	1593599688579
USER	Create account	2636	START	1593599688579	1593599688579
USER	Create account	2635	START	1593599688579	1593599688579
USER	Create account	2640	START	1593599688584	1593599688584
USER	Create account	2638	START	1593599688584	1593599688584
USER	Create account	2639	START	1593599688584	1593599688584
REQUEST	632		Create new account	1593599681895	1593599688593	OK	 
USER	Create account	632	END	1593599681895	1593599688593
USER	Create account	2643	START	1593599688594	1593599688594
USER	Create account	2642	START	1593599688594	1593599688594
USER	Create account	2641	START	1593599688594	1593599688594
USER	Create account	2646	START	1593599688605	1593599688605
USER	Create account	2645	START	1593599688605	1593599688605
USER	Create account	2644	START	1593599688605	1593599688605
REQUEST	637		Create new account	1593599681906	1593599688606	OK	 
USER	Create account	637	END	1593599681905	1593599688607
REQUEST	634		Create new account	1593599681897	1593599688612	OK	 
USER	Create account	634	END	1593599681895	1593599688613
USER	Create account	2648	START	1593599688615	1593599688615
USER	Create account	2649	START	1593599688615	1593599688615
USER	Create account	2647	START	1593599688615	1593599688615
USER	Create account	2651	START	1593599688626	1593599688626
USER	Create account	2650	START	1593599688626	1593599688626
USER	Create account	2652	START	1593599688626	1593599688626
REQUEST	639		Create new account	1593599681906	1593599688635	OK	 
USER	Create account	639	END	1593599681905	1593599688635
USER	Create account	2653	START	1593599688637	1593599688637
USER	Create account	2655	START	1593599688637	1593599688637
USER	Create account	2654	START	1593599688637	1593599688637
USER	Create account	2657	START	1593599688647	1593599688647
USER	Create account	2656	START	1593599688647	1593599688647
USER	Create account	2658	START	1593599688647	1593599688647
REQUEST	638		Create new account	1593599681906	1593599688657	OK	 
USER	Create account	638	END	1593599681905	1593599688657
USER	Create account	2660	START	1593599688658	1593599688658
USER	Create account	2661	START	1593599688658	1593599688658
USER	Create account	2659	START	1593599688658	1593599688658
REQUEST	642		Create new account	1593599681917	1593599688666	OK	 
USER	Create account	642	END	1593599681916	1593599688666
REQUEST	640		Create new account	1593599681917	1593599688668	OK	 
USER	Create account	640	END	1593599681916	1593599688668
USER	Create account	2663	START	1593599688668	1593599688668
USER	Create account	2662	START	1593599688668	1593599688668
USER	Create account	2664	START	1593599688668	1593599688668
USER	Create account	2666	START	1593599688679	1593599688679
USER	Create account	2665	START	1593599688679	1593599688679
USER	Create account	2667	START	1593599688679	1593599688679
REQUEST	641		Create new account	1593599681917	1593599688687	OK	 
USER	Create account	641	END	1593599681916	1593599688688
USER	Create account	2668	START	1593599688689	1593599688689
USER	Create account	2669	START	1593599688689	1593599688689
USER	Create account	2670	START	1593599688690	1593599688690
USER	Create account	2673	START	1593599688694	1593599688694
USER	Create account	2672	START	1593599688694	1593599688694
USER	Create account	2671	START	1593599688694	1593599688694
REQUEST	643		Create new account	1593599681927	1593599688698	OK	 
USER	Create account	643	END	1593599681926	1593599688699
