RUN	bank.TransactionsSimulation	transactionssimulation	1593600116115	 	3.3.1
REQUEST	2217		Transaction	1593600137276	1593600150735	OK	 
USER	Transactions	2217	END	1593600137276	1593600150735
REQUEST	2505		Transaction	1593600139194	1593600150739	OK	 
USER	Transactions	2505	END	1593600139194	1593600150739
REQUEST	2523		Transaction	1593600139315	1593600150747	OK	 
USER	Transactions	2523	END	1593600139315	1593600150747
REQUEST	2071		Transaction	1593600136304	1593600150769	OK	 
USER	Transactions	2071	END	1593600136304	1593600150770
REQUEST	2675		Transaction	1593600140334	1593600150783	OK	 
USER	Transactions	2675	END	1593600140334	1593600150783
REQUEST	2228		Transaction	1593600137344	1593600150785	OK	 
USER	Transactions	2228	END	1593600137344	1593600150786
REQUEST	2654		Transaction	1593600140199	1593600150811	OK	 
USER	Transactions	2654	END	1593600140199	1593600150811
REQUEST	2237		Transaction	1593600137407	1593600150825	OK	 
USER	Transactions	2237	END	1593600137406	1593600150826
REQUEST	2087		Transaction	1593600136414	1593600150826	OK	 
USER	Transactions	2087	END	1593600136414	1593600150827
REQUEST	2234		Transaction	1593600137385	1593600150838	OK	 
USER	Transactions	2234	END	1593600137385	1593600150839
REQUEST	2688		Transaction	1593600140414	1593600150852	OK	 
USER	Transactions	2688	END	1593600140414	1593600150853
REQUEST	2090		Transaction	1593600136435	1593600150874	OK	 
USER	Transactions	2090	END	1593600136435	1593600150874
REQUEST	2690		Transaction	1593600140435	1593600150889	OK	 
USER	Transactions	2690	END	1593600140434	1593600150889
REQUEST	2094		Transaction	1593600136457	1593600150892	OK	 
USER	Transactions	2094	END	1593600136457	1593600150892
REQUEST	2246		Transaction	1593600137465	1593600150909	OK	 
USER	Transactions	2246	END	1593600137464	1593600150910
REQUEST	1797		Transaction	1593600134474	1593600150929	OK	 
USER	Transactions	1797	END	1593600134474	1593600150929
REQUEST	2056		Transaction	1593600136205	1593600150932	OK	 
USER	Transactions	2056	END	1593600136204	1593600150933
REQUEST	2245		Transaction	1593600137465	1593600150936	OK	 
USER	Transactions	2245	END	1593600137464	1593600150936
REQUEST	2695		Transaction	1593600140467	1593600150958	OK	 
USER	Transactions	2695	END	1593600140467	1593600150959
REQUEST	2549		Transaction	1593600139495	1593600150974	OK	 
USER	Transactions	2549	END	1593600139495	1593600150974
REQUEST	1802		Transaction	1593600134517	1593600150978	OK	 
USER	Transactions	1802	END	1593600134516	1593600150978
REQUEST	2099		Transaction	1593600136494	1593600150993	OK	 
USER	Transactions	2099	END	1593600136494	1593600150993
REQUEST	2255		Transaction	1593600137529	1593600151019	OK	 
USER	Transactions	2255	END	1593600137528	1593600151019
REQUEST	1804		Transaction	1593600134527	1593600151044	OK	 
USER	Transactions	1804	END	1593600134527	1593600151044
REQUEST	2555		Transaction	1593600139538	1593600151048	OK	 
USER	Transactions	2555	END	1593600139538	1593600151049
REQUEST	2556		Transaction	1593600139538	1593600151055	OK	 
USER	Transactions	2556	END	1593600139538	1593600151055
REQUEST	1812		Transaction	1593600134574	1593600151069	OK	 
USER	Transactions	1812	END	1593600134574	1593600151070
REQUEST	2264		Transaction	1593600137587	1593600151092	OK	 
REQUEST	2563		Transaction	1593600139585	1593600151092	OK	 
USER	Transactions	2264	END	1593600137586	1593600151092
USER	Transactions	2563	END	1593600139585	1593600151092
REQUEST	2712		Transaction	1593600140577	1593600151102	OK	 
USER	Transactions	2712	END	1593600140577	1593600151103
REQUEST	2564		Transaction	1593600139596	1593600151117	OK	 
USER	Transactions	2564	END	1593600139596	1593600151117
REQUEST	2127		Transaction	1593600136658	1593600151144	OK	 
USER	Transactions	2127	END	1593600136658	1593600151145
REQUEST	2573		Transaction	1593600139655	1593600151150	OK	 
REQUEST	2277		Transaction	1593600137676	1593600151150	OK	 
USER	Transactions	2277	END	1593600137676	1593600151151
USER	Transactions	2573	END	1593600139654	1593600151151
REQUEST	2726		Transaction	1593600140677	1593600151176	OK	 
USER	Transactions	2726	END	1593600140677	1593600151176
REQUEST	2581		Transaction	1593600139708	1593600151188	OK	 
USER	Transactions	2581	END	1593600139708	1593600151188
REQUEST	2583		Transaction	1593600139719	1593600151191	OK	 
USER	Transactions	2583	END	1593600139718	1593600151192
REQUEST	2588		Transaction	1593600139755	1593600151215	OK	 
USER	Transactions	2588	END	1593600139754	1593600151216
REQUEST	1848		Transaction	1593600134805	1593600151228	OK	 
USER	Transactions	1848	END	1593600134805	1593600151229
REQUEST	2591		Transaction	1593600139776	1593600151230	OK	 
USER	Transactions	2591	END	1593600139776	1593600151231
REQUEST	2282		Transaction	1593600137719	1593600151234	OK	 
USER	Transactions	2282	END	1593600137719	1593600151234
REQUEST	2596		Transaction	1593600139808	1593600151256	OK	 
USER	Transactions	2596	END	1593600139808	1593600151256
REQUEST	2447		Transaction	1593600138817	1593600151281	OK	 
REQUEST	1699		Transaction	1593600133824	1593600151281	OK	 
USER	Transactions	1699	END	1593600133824	1593600151281
USER	Transactions	2447	END	1593600138817	1593600151281
REQUEST	2601		Transaction	1593600139839	1593600151282	OK	 
USER	Transactions	2601	END	1593600139839	1593600151283
REQUEST	2600		Transaction	1593600139839	1593600151303	OK	 
USER	Transactions	2600	END	1593600139839	1593600151303
REQUEST	2300		Transaction	1593600137834	1593600151322	OK	 
USER	Transactions	2300	END	1593600137834	1593600151322
REQUEST	1700		Transaction	1593600133835	1593600151324	OK	 
USER	Transactions	1700	END	1593600133835	1593600151324
REQUEST	2304		Transaction	1593600137856	1593600151332	OK	 
USER	Transactions	2304	END	1593600137855	1593600151332
REQUEST	2302		Transaction	1593600137845	1593600151344	OK	 
USER	Transactions	2302	END	1593600137845	1593600151344
REQUEST	2756		Transaction	1593600140868	1593600151368	OK	 
USER	Transactions	2756	END	1593600140867	1593600151368
REQUEST	2608		Transaction	1593600139886	1593600151375	OK	 
USER	Transactions	2608	END	1593600139886	1593600151375
REQUEST	1857		Transaction	1593600134868	1593600151384	OK	 
USER	Transactions	1857	END	1593600134868	1593600151385
REQUEST	2605		Transaction	1593600139865	1593600151401	OK	 
USER	Transactions	2605	END	1593600139864	1593600151401
REQUEST	2609		Transaction	1593600139897	1593600151422	OK	 
USER	Transactions	2609	END	1593600139896	1593600151423
REQUEST	1862		Transaction	1593600134894	1593600151426	OK	 
USER	Transactions	1862	END	1593600134894	1593600151426
REQUEST	2313		Transaction	1593600137914	1593600151428	OK	 
USER	Transactions	2313	END	1593600137914	1593600151428
REQUEST	2763		Transaction	1593600140915	1593600151448	OK	 
USER	Transactions	2763	END	1593600140914	1593600151448
REQUEST	2615		Transaction	1593600139940	1593600151464	OK	 
USER	Transactions	2615	END	1593600139939	1593600151464
REQUEST	2768		Transaction	1593600140947	1593600151469	OK	 
USER	Transactions	2768	END	1593600140947	1593600151470
REQUEST	2769		Transaction	1593600140958	1593600151471	OK	 
USER	Transactions	2769	END	1593600140957	1593600151471
REQUEST	2622		Transaction	1593600139975	1593600151490	OK	 
USER	Transactions	2622	END	1593600139975	1593600151490
REQUEST	2772		Transaction	1593600140979	1593600151505	OK	 
USER	Transactions	2772	END	1593600140979	1593600151506
REQUEST	2174		Transaction	1593600136986	1593600151518	OK	 
USER	Transactions	2174	END	1593600136985	1593600151518
REQUEST	2322		Transaction	1593600137977	1593600151521	OK	 
USER	Transactions	2322	END	1593600137976	1593600151521
REQUEST	2321		Transaction	1593600137977	1593600151535	OK	 
USER	Transactions	2321	END	1593600137976	1593600151536
REQUEST	2623		Transaction	1593600139985	1593600151558	OK	 
USER	Transactions	2623	END	1593600139985	1593600151558
REQUEST	2332		Transaction	1593600138046	1593600151563	OK	 
USER	Transactions	2332	END	1593600138045	1593600151563
REQUEST	2330		Transaction	1593600138035	1593600151573	OK	 
USER	Transactions	2330	END	1593600138035	1593600151573
REQUEST	2474		Transaction	1593600138997	1593600151600	OK	 
REQUEST	2784		Transaction	1593600141059	1593600151600	OK	 
USER	Transactions	2474	END	1593600138996	1593600151601
USER	Transactions	2784	END	1593600141059	1593600151601
REQUEST	2632		Transaction	1593600140048	1593600151604	OK	 
USER	Transactions	2632	END	1593600140048	1593600151605
REQUEST	2338		Transaction	1593600138088	1593600151610	OK	 
USER	Transactions	2338	END	1593600138088	1593600151611
REQUEST	2340		Transaction	1593600138099	1593600151655	OK	 
USER	Transactions	2340	END	1593600138099	1593600151655
REQUEST	2337		Transaction	1593600138078	1593600151663	OK	 
USER	Transactions	2337	END	1593600138077	1593600151663
REQUEST	2339		Transaction	1593600138099	1593600151666	OK	 
USER	Transactions	2339	END	1593600138099	1593600151667
REQUEST	2344		Transaction	1593600138125	1593600151668	OK	 
USER	Transactions	2344	END	1593600138124	1593600151668
REQUEST	2196		Transaction	1593600137139	1593600151694	OK	 
USER	Transactions	2196	END	1593600137139	1593600151695
REQUEST	2801		Transaction	1593600141169	1593600151711	OK	 
USER	Transactions	2801	END	1593600141169	1593600151711
REQUEST	2198		Transaction	1593600137144	1593600151713	OK	 
USER	Transactions	2198	END	1593600137144	1593600151714
REQUEST	2651		Transaction	1593600140178	1593600151735	OK	 
USER	Transactions	2651	END	1593600140178	1593600151736
REQUEST	2796		Transaction	1593600141137	1593600151750	OK	 
USER	Transactions	2796	END	1593600141136	1593600151750
REQUEST	2658		Transaction	1593600140215	1593600151752	OK	 
USER	Transactions	2658	END	1593600140215	1593600151752
REQUEST	2350		Transaction	1593600138171	1593600151757	OK	 
USER	Transactions	2350	END	1593600138171	1593600151757
REQUEST	2657		Transaction	1593600140215	1593600151790	OK	 
USER	Transactions	2657	END	1593600140215	1593600151790
REQUEST	2660		Transaction	1593600140236	1593600151805	OK	 
REQUEST	2359		Transaction	1593600138227	1593600151805	OK	 
USER	Transactions	2359	END	1593600138227	1593600151805
USER	Transactions	2660	END	1593600140235	1593600151805
REQUEST	2211		Transaction	1593600137234	1593600151816	OK	 
USER	Transactions	2211	END	1593600137234	1593600151816
REQUEST	2662		Transaction	1593600140246	1593600151836	OK	 
USER	Transactions	2662	END	1593600140246	1593600151836
REQUEST	2365		Transaction	1593600138264	1593600151842	OK	 
USER	Transactions	2365	END	1593600138264	1593600151843
REQUEST	2673		Transaction	1593600140320	1593600151852	OK	 
USER	Transactions	2673	END	1593600140319	1593600151853
REQUEST	2668		Transaction	1593600140288	1593600151855	OK	 
USER	Transactions	2668	END	1593600140288	1593600151856
REQUEST	2227		Transaction	1593600137344	1593600151876	OK	 
USER	Transactions	2227	END	1593600137344	1593600151877
REQUEST	2680		Transaction	1593600140366	1593600151890	OK	 
USER	Transactions	2680	END	1593600140366	1593600151890
REQUEST	1779		Transaction	1593600134358	1593600151903	OK	 
USER	Transactions	1779	END	1593600134358	1593600151904
REQUEST	2830		Transaction	1593600141369	1593600151928	OK	 
USER	Transactions	2830	END	1593600141369	1593600151929
REQUEST	2533		Transaction	1593600139384	1593600151932	OK	 
USER	Transactions	2533	END	1593600139384	1593600151933
REQUEST	2836		Transaction	1593600141406	1593600151943	OK	 
USER	Transactions	2836	END	1593600141405	1593600151944
REQUEST	2682		Transaction	1593600140377	1593600151953	OK	 
USER	Transactions	2682	END	1593600140377	1593600151953
REQUEST	1939		Transaction	1593600135414	1593600151971	OK	 
USER	Transactions	1939	END	1593600135414	1593600151971
REQUEST	2236		Transaction	1593600137407	1593600151973	OK	 
USER	Transactions	2236	END	1593600137406	1593600151973
REQUEST	2238		Transaction	1593600137417	1593600151988	OK	 
USER	Transactions	2238	END	1593600137417	1593600151988
REQUEST	2396		Transaction	1593600138475	1593600151991	OK	 
USER	Transactions	2396	END	1593600138474	1593600151991
REQUEST	1794		Transaction	1593600134459	1593600152010	OK	 
USER	Transactions	1794	END	1593600134458	1593600152011
REQUEST	2248		Transaction	1593600137486	1593600152017	OK	 
USER	Transactions	2248	END	1593600137486	1593600152018
REQUEST	2703		Transaction	1593600140514	1593600152033	OK	 
USER	Transactions	2703	END	1593600140514	1593600152033
REQUEST	2699		Transaction	1593600140499	1593600152037	OK	 
USER	Transactions	2699	END	1593600140498	1593600152037
REQUEST	2252		Transaction	1593600137508	1593600152060	OK	 
REQUEST	2401		Transaction	1593600138507	1593600152060	OK	 
USER	Transactions	2401	END	1593600138507	1593600152060
USER	Transactions	2252	END	1593600137507	1593600152060
REQUEST	2409		Transaction	1593600138555	1593600152075	OK	 
USER	Transactions	2409	END	1593600138554	1593600152075
REQUEST	2412		Transaction	1593600138576	1593600152082	OK	 
USER	Transactions	2412	END	1593600138576	1593600152082
REQUEST	2415		Transaction	1593600138597	1593600152098	OK	 
USER	Transactions	2415	END	1593600138596	1593600152099
REQUEST	2867		Transaction	1593600141605	1593600152108	OK	 
USER	Transactions	2867	END	1593600141604	1593600152109
REQUEST	2869		Transaction	1593600141627	1593600152117	OK	 
USER	Transactions	2869	END	1593600141626	1593600152118
REQUEST	1969		Transaction	1593600135614	1593600152126	OK	 
USER	Transactions	1969	END	1593600135614	1593600152126
REQUEST	2719		Transaction	1593600140625	1593600152141	OK	 
USER	Transactions	2719	END	1593600140624	1593600152141
REQUEST	2720		Transaction	1593600140635	1593600152158	OK	 
USER	Transactions	2720	END	1593600140635	1593600152158
REQUEST	2732		Transaction	1593600140704	1593600152171	OK	 
USER	Transactions	2732	END	1593600140704	1593600152171
REQUEST	2874		Transaction	1593600141659	1593600152175	OK	 
USER	Transactions	2874	END	1593600141658	1593600152175
REQUEST	2585		Transaction	1593600139734	1593600152186	OK	 
USER	Transactions	2585	END	1593600139734	1593600152187
REQUEST	2439		Transaction	1593600138754	1593600152202	OK	 
USER	Transactions	2439	END	1593600138754	1593600152203
REQUEST	2741		Transaction	1593600140767	1593600152214	OK	 
USER	Transactions	2741	END	1593600140767	1593600152215
REQUEST	2745		Transaction	1593600140799	1593600152216	OK	 
USER	Transactions	2745	END	1593600140799	1593600152217
REQUEST	2895		Transaction	1593600141795	1593600152227	OK	 
USER	Transactions	2895	END	1593600141795	1593600152227
REQUEST	2898		Transaction	1593600141816	1593600152243	OK	 
USER	Transactions	2898	END	1593600141816	1593600152243
REQUEST	2451		Transaction	1593600138838	1593600152260	OK	 
USER	Transactions	2451	END	1593600138838	1593600152261
REQUEST	2901		Transaction	1593600141838	1593600152269	OK	 
USER	Transactions	2901	END	1593600141838	1593600152270
REQUEST	2450		Transaction	1593600138838	1593600152275	OK	 
USER	Transactions	2450	END	1593600138838	1593600152276
REQUEST	2753		Transaction	1593600140847	1593600152288	OK	 
USER	Transactions	2753	END	1593600140846	1593600152288
REQUEST	2460		Transaction	1593600138897	1593600152309	OK	 
USER	Transactions	2460	END	1593600138897	1593600152310
REQUEST	2908		Transaction	1593600141885	1593600152310	OK	 
USER	Transactions	2908	END	1593600141885	1593600152310
REQUEST	2610		Transaction	1593600139897	1593600152327	OK	 
USER	Transactions	2610	END	1593600139896	1593600152327
REQUEST	2311		Transaction	1593600137909	1593600152334	OK	 
USER	Transactions	2311	END	1593600137909	1593600152334
REQUEST	2760		Transaction	1593600140899	1593600152351	OK	 
USER	Transactions	2760	END	1593600140899	1593600152352
REQUEST	2312		Transaction	1593600137914	1593600152353	OK	 
USER	Transactions	2312	END	1593600137914	1593600152353
REQUEST	2914		Transaction	1593600141928	1593600152364	OK	 
USER	Transactions	2914	END	1593600141927	1593600152365
REQUEST	2916		Transaction	1593600141939	1593600152374	OK	 
USER	Transactions	2916	END	1593600141938	1593600152375
REQUEST	2766		Transaction	1593600140936	1593600152407	OK	 
REQUEST	2021		Transaction	1593600135974	1593600152407	OK	 
USER	Transactions	2766	END	1593600140936	1593600152407
USER	Transactions	2021	END	1593600135974	1593600152407
REQUEST	1872		Transaction	1593600134969	1593600152410	OK	 
USER	Transactions	1872	END	1593600134968	1593600152410
REQUEST	2773		Transaction	1593600140984	1593600152422	OK	 
USER	Transactions	2773	END	1593600140984	1593600152423
REQUEST	2776		Transaction	1593600141005	1593600152453	OK	 
USER	Transactions	2776	END	1593600141005	1593600152453
REQUEST	2025		Transaction	1593600135995	1593600152455	OK	 
USER	Transactions	2025	END	1593600135995	1593600152456
REQUEST	2781		Transaction	1593600141038	1593600152458	OK	 
USER	Transactions	2781	END	1593600141038	1593600152459
REQUEST	2488		Transaction	1593600139087	1593600152464	OK	 
USER	Transactions	2488	END	1593600139087	1593600152464
REQUEST	2188		Transaction	1593600137086	1593600152497	OK	 
USER	Transactions	2188	END	1593600137086	1593600152498
