RUN	bank.TotalLoadSimulation	totalloadsimulation	1593599850915	 	3.3.1
USER	Bank Load	268	START	1593599862456	1593599862456
USER	Bank Load	269	START	1593599862477	1593599862477
USER	Bank Load	270	START	1593599862493	1593599862493
REQUEST	130		Get Balance	1593599859694	1593599862493	OK	 
USER	Bank Load	271	START	1593599862514	1593599862514
REQUEST	131		Get Balance	1593599859714	1593599862528	OK	 
USER	Bank Load	272	START	1593599862536	1593599862536
USER	Bank Load	273	START	1593599862557	1593599862557
REQUEST	46		Transaction	1593599859976	1593599862559	OK	 
REQUEST	47		Transaction	1593599859978	1593599862559	OK	 
REQUEST	132		Get Balance	1593599859736	1593599862561	OK	 
USER	Bank Load	274	START	1593599862573	1593599862573
REQUEST	133		Get Balance	1593599859757	1593599862583	OK	 
USER	Bank Load	275	START	1593599862594	1593599862594
USER	Bank Load	276	START	1593599862615	1593599862615
REQUEST	134		Get Balance	1593599859778	1593599862630	OK	 
REQUEST	136		Get Balance	1593599859814	1593599862631	OK	 
REQUEST	135		Get Balance	1593599859799	1593599862636	OK	 
USER	Bank Load	277	START	1593599862636	1593599862636
USER	Bank Load	278	START	1593599862658	1593599862658
REQUEST	48		Transaction	1593599860069	1593599862661	OK	 
USER	Bank Load	279	START	1593599862673	1593599862673
REQUEST	139		Get Balance	1593599859878	1593599862683	OK	 
REQUEST	138		Get Balance	1593599859856	1593599862686	OK	 
REQUEST	137		Get Balance	1593599859835	1593599862690	OK	 
USER	Bank Load	280	START	1593599862693	1593599862693
USER	Bank Load	281	START	1593599862715	1593599862715
REQUEST	49		Transaction	1593599860141	1593599862723	OK	 
USER	Bank Load	282	START	1593599862736	1593599862736
REQUEST	140		Get Balance	1593599859899	1593599862737	OK	 
USER	Bank Load	283	START	1593599862758	1593599862758
REQUEST	141		Get Balance	1593599859914	1593599862762	OK	 
REQUEST	50		Transaction	1593599860174	1593599862767	OK	 
USER	Bank Load	284	START	1593599862774	1593599862774
REQUEST	142		Get Balance	1593599859935	1593599862787	OK	 
USER	Bank Load	285	START	1593599862795	1593599862795
USER	Bank Load	286	START	1593599862816	1593599862816
REQUEST	144		Get Balance	1593599859977	1593599862816	OK	 
REQUEST	33		Create new account	1593599860200	1593599862818	OK	 
USER	Bank Load	33	END	1593599857746	1593599862818
REQUEST	143		Get Balance	1593599859955	1593599862824	OK	 
USER	Bank Load	287	START	1593599862837	1593599862837
USER	Bank Load	288	START	1593599862858	1593599862858
USER	Bank Load	289	START	1593599862878	1593599862878
USER	Bank Load	290	START	1593599862893	1593599862893
USER	Bank Load	291	START	1593599862914	1593599862914
REQUEST	52		Transaction	1593599860232	1593599862915	OK	 
REQUEST	146		Get Balance	1593599860014	1593599862919	OK	 
REQUEST	145		Get Balance	1593599859998	1593599862922	OK	 
USER	Bank Load	292	START	1593599862936	1593599862936
REQUEST	51		Transaction	1593599860239	1593599862951	OK	 
USER	Bank Load	293	START	1593599862957	1593599862957
REQUEST	147		Get Balance	1593599860035	1593599862970	OK	 
USER	Bank Load	294	START	1593599862978	1593599862978
REQUEST	53		Transaction	1593599860267	1593599862990	OK	 
USER	Bank Load	295	START	1593599862993	1593599862993
REQUEST	56		Transaction	1593599860295	1593599863000	OK	 
USER	Bank Load	296	START	1593599863014	1593599863014
REQUEST	148		Get Balance	1593599860056	1593599863030	OK	 
USER	Bank Load	297	START	1593599863035	1593599863035
REQUEST	54		Transaction	1593599860306	1593599863047	OK	 
USER	Bank Load	298	START	1593599863056	1593599863056
USER	Bank Load	299	START	1593599863077	1593599863077
REQUEST	34		Create new account	1593599860314	1593599863079	OK	 
USER	Bank Load	34	END	1593599857768	1593599863080
USER	Bank Load	300	START	1593599863093	1593599863093
REQUEST	55		Transaction	1593599860318	1593599863094	OK	 
USER	Bank Load	301	START	1593599863113	1593599863113
USER	Bank Load	302	START	1593599863135	1593599863135
REQUEST	149		Get Balance	1593599860077	1593599863140	OK	 
REQUEST	57		Transaction	1593599860334	1593599863151	OK	 
USER	Bank Load	303	START	1593599863156	1593599863156
REQUEST	150		Get Balance	1593599860099	1593599863170	OK	 
USER	Bank Load	304	START	1593599863177	1593599863177
USER	Bank Load	305	START	1593599863198	1593599863198
USER	Bank Load	306	START	1593599863213	1593599863213
REQUEST	151		Get Balance	1593599860114	1593599863218	OK	 
REQUEST	58		Transaction	1593599860348	1593599863224	OK	 
REQUEST	59		Transaction	1593599860365	1593599863228	OK	 
USER	Bank Load	307	START	1593599863234	1593599863234
REQUEST	152		Get Balance	1593599860135	1593599863254	OK	 
USER	Bank Load	308	START	1593599863255	1593599863255
REQUEST	153		Get Balance	1593599860155	1593599863270	OK	 
USER	Bank Load	309	START	1593599863276	1593599863276
REQUEST	35		Create new account	1593599860422	1593599863289	OK	 
USER	Bank Load	35	END	1593599857783	1593599863289
USER	Bank Load	310	START	1593599863297	1593599863297
REQUEST	60		Transaction	1593599860393	1593599863299	OK	 
REQUEST	154		Get Balance	1593599860177	1593599863311	OK	 
USER	Bank Load	311	START	1593599863318	1593599863318
USER	Bank Load	312	START	1593599863333	1593599863333
REQUEST	61		Transaction	1593599860422	1593599863345	OK	 
USER	Bank Load	313	START	1593599863354	1593599863354
REQUEST	155		Get Balance	1593599860198	1593599863357	OK	 
REQUEST	62		Transaction	1593599860428	1593599863364	OK	 
USER	Bank Load	314	START	1593599863375	1593599863375
REQUEST	63		Transaction	1593599860451	1593599863385	OK	 
USER	Bank Load	315	START	1593599863395	1593599863395
REQUEST	156		Get Balance	1593599860214	1593599863410	OK	 
REQUEST	157		Get Balance	1593599860235	1593599863412	OK	 
USER	Bank Load	316	START	1593599863416	1593599863416
REQUEST	64		Transaction	1593599860484	1593599863437	OK	 
USER	Bank Load	317	START	1593599863437	1593599863437
USER	Bank Load	318	START	1593599863458	1593599863458
USER	Bank Load	319	START	1593599863473	1593599863473
REQUEST	65		Transaction	1593599860474	1593599863483	OK	 
REQUEST	158		Get Balance	1593599860256	1593599863493	OK	 
REQUEST	36		Create new account	1593599860502	1593599863493	OK	 
USER	Bank Load	320	START	1593599863494	1593599863494
USER	Bank Load	36	END	1593599857803	1593599863494
REQUEST	159		Get Balance	1593599860276	1593599863509	OK	 
USER	Bank Load	321	START	1593599863515	1593599863515
USER	Bank Load	323	START	1593599863526	1593599863526
USER	Bank Load	322	START	1593599863537	1593599863537
REQUEST	67		Transaction	1593599860536	1593599863548	OK	 
REQUEST	160		Get Balance	1593599860298	1593599863552	OK	 
USER	Bank Load	324	START	1593599863563	1593599863563
REQUEST	66		Transaction	1593599860542	1593599863572	OK	 
REQUEST	161		Get Balance	1593599860314	1593599863573	OK	 
USER	Bank Load	325	START	1593599863583	1593599863583
USER	Bank Load	326	START	1593599863604	1593599863604
USER	Bank Load	327	START	1593599863625	1593599863625
REQUEST	37		Create new account	1593599860590	1593599863625	OK	 
USER	Bank Load	37	END	1593599857825	1593599863626
REQUEST	162		Get Balance	1593599860335	1593599863627	OK	 
REQUEST	163		Get Balance	1593599860357	1593599863644	OK	 
USER	Bank Load	328	START	1593599863645	1593599863645
REQUEST	68		Transaction	1593599860587	1593599863654	OK	 
USER	Bank Load	329	START	1593599863666	1593599863666
REQUEST	164		Get Balance	1593599860378	1593599863679	OK	 
USER	Bank Load	330	START	1593599863688	1593599863688
REQUEST	165		Get Balance	1593599860394	1593599863692	OK	 
USER	Bank Load	331	START	1593599863703	1593599863703
REQUEST	166		Get Balance	1593599860415	1593599863709	OK	 
REQUEST	69		Transaction	1593599860650	1593599863721	OK	 
USER	Bank Load	332	START	1593599863724	1593599863724
REQUEST	167		Get Balance	1593599860436	1593599863735	OK	 
USER	Bank Load	333	START	1593599863745	1593599863745
REQUEST	70		Transaction	1593599860686	1593599863758	OK	 
REQUEST	168		Get Balance	1593599860457	1593599863766	OK	 
USER	Bank Load	334	START	1593599863766	1593599863766
REQUEST	71		Transaction	1593599860709	1593599863779	OK	 
REQUEST	169		Get Balance	1593599860478	1593599863786	OK	 
USER	Bank Load	335	START	1593599863787	1593599863787
USER	Bank Load	336	START	1593599863803	1593599863803
REQUEST	170		Get Balance	1593599860499	1593599863807	OK	 
REQUEST	171		Get Balance	1593599860514	1593599863814	OK	 
USER	Bank Load	337	START	1593599863823	1593599863823
REQUEST	173		Get Balance	1593599860556	1593599863831	OK	 
REQUEST	172		Get Balance	1593599860535	1593599863837	OK	 
USER	Bank Load	338	START	1593599863844	1593599863844
USER	Bank Load	339	START	1593599863866	1593599863866
REQUEST	174		Get Balance	1593599860578	1593599863876	OK	 
USER	Bank Load	340	START	1593599863887	1593599863887
REQUEST	74		Transaction	1593599860812	1593599863903	OK	 
USER	Bank Load	341	START	1593599863908	1593599863908
REQUEST	72		Transaction	1593599860827	1593599863914	OK	 
REQUEST	73		Transaction	1593599860820	1593599863916	OK	 
USER	Bank Load	342	START	1593599863923	1593599863923
REQUEST	38		Create new account	1593599860846	1593599863924	OK	 
USER	Bank Load	38	END	1593599857846	1593599863925
USER	Bank Load	343	START	1593599863943	1593599863943
USER	Bank Load	344	START	1593599863966	1593599863966
USER	Bank Load	345	START	1593599863986	1593599863986
REQUEST	177		Get Balance	1593599860635	1593599863996	OK	 
REQUEST	176		Get Balance	1593599860614	1593599864004	OK	 
USER	Bank Load	346	START	1593599864008	1593599864008
REQUEST	175		Get Balance	1593599860593	1593599864013	OK	 
REQUEST	76		Transaction	1593599860875	1593599864026	OK	 
USER	Bank Load	347	START	1593599864028	1593599864028
USER	Bank Load	348	START	1593599864043	1593599864043
REQUEST	178		Get Balance	1593599860657	1593599864052	OK	 
USER	Bank Load	349	START	1593599864065	1593599864065
REQUEST	179		Get Balance	1593599860678	1593599864071	OK	 
REQUEST	75		Transaction	1593599860896	1593599864079	OK	 
REQUEST	180		Get Balance	1593599860693	1593599864085	OK	 
USER	Bank Load	350	START	1593599864086	1593599864086
REQUEST	77		Transaction	1593599860934	1593599864103	OK	 
USER	Bank Load	351	START	1593599864107	1593599864107
USER	Bank Load	352	START	1593599864128	1593599864128
REQUEST	181		Get Balance	1593599860714	1593599864128	OK	 
REQUEST	182		Get Balance	1593599860734	1593599864135	OK	 
USER	Bank Load	353	START	1593599864144	1593599864144
REQUEST	78		Transaction	1593599860972	1593599864148	OK	 
REQUEST	39		Create new account	1593599860994	1593599864152	OK	 
USER	Bank Load	39	END	1593599857867	1593599864153
USER	Bank Load	354	START	1593599864165	1593599864165
REQUEST	183		Get Balance	1593599860756	1593599864168	OK	 
REQUEST	79		Transaction	1593599861009	1593599864180	OK	 
REQUEST	184		Get Balance	1593599860777	1593599864184	OK	 
USER	Bank Load	355	START	1593599864186	1593599864186
REQUEST	185		Get Balance	1593599860797	1593599864190	OK	 
REQUEST	186		Get Balance	1593599860818	1593599864199	OK	 
USER	Bank Load	356	START	1593599864208	1593599864208
REQUEST	187		Get Balance	1593599860839	1593599864218	OK	 
USER	Bank Load	357	START	1593599864223	1593599864223
REQUEST	80		Transaction	1593599861067	1593599864225	OK	 
REQUEST	188		Get Balance	1593599860854	1593599864238	OK	 
USER	Bank Load	358	START	1593599864244	1593599864244
REQUEST	189		Get Balance	1593599860875	1593599864247	OK	 
USER	Bank Load	359	START	1593599864266	1593599864266
REQUEST	82		Transaction	1593599861138	1593599864278	OK	 
REQUEST	190		Get Balance	1593599860896	1593599864282	OK	 
REQUEST	81		Transaction	1593599861136	1593599864282	OK	 
USER	Bank Load	360	START	1593599864286	1593599864286
REQUEST	40		Create new account	1593599861151	1593599864291	OK	 
USER	Bank Load	40	END	1593599857888	1593599864292
USER	Bank Load	361	START	1593599864307	1593599864307
REQUEST	191		Get Balance	1593599860949	1593599864318	OK	 
USER	Bank Load	362	START	1593599864323	1593599864323
REQUEST	192		Get Balance	1593599860939	1593599864325	OK	 
REQUEST	83		Transaction	1593599861185	1593599864335	OK	 
USER	Bank Load	363	START	1593599864344	1593599864344
REQUEST	84		Transaction	1593599861193	1593599864355	OK	 
USER	Bank Load	364	START	1593599864366	1593599864366
REQUEST	193		Get Balance	1593599860954	1593599864369	OK	 
USER	Bank Load	365	START	1593599864386	1593599864386
REQUEST	85		Transaction	1593599861220	1593599864389	OK	 
REQUEST	194		Get Balance	1593599860975	1593599864397	OK	 
REQUEST	86		Transaction	1593599861210	1593599864399	OK	 
REQUEST	195		Get Balance	1593599860996	1593599864407	OK	 
USER	Bank Load	366	START	1593599864407	1593599864407
USER	Bank Load	367	START	1593599864423	1593599864423
REQUEST	88		Transaction	1593599861236	1593599864440	OK	 
USER	Bank Load	368	START	1593599864444	1593599864444
REQUEST	196		Get Balance	1593599861017	1593599864451	OK	 
REQUEST	87		Transaction	1593599861246	1593599864461	OK	 
REQUEST	90		Transaction	1593599861271	1593599864462	OK	 
USER	Bank Load	369	START	1593599864465	1593599864465
USER	Bank Load	370	START	1593599864486	1593599864486
REQUEST	197		Get Balance	1593599861038	1593599864488	OK	 
REQUEST	41		Create new account	1593599861291	1593599864498	OK	 
USER	Bank Load	41	END	1593599857903	1593599864499
USER	Bank Load	371	START	1593599864508	1593599864508
REQUEST	91		Transaction	1593599861296	1593599864513	OK	 
REQUEST	89		Transaction	1593599861296	1593599864522	OK	 
USER	Bank Load	372	START	1593599864523	1593599864523
REQUEST	198		Get Balance	1593599861053	1593599864529	OK	 
USER	Bank Load	373	START	1593599864544	1593599864544
REQUEST	92		Transaction	1593599861312	1593599864556	OK	 
REQUEST	199		Get Balance	1593599861074	1593599864562	OK	 
REQUEST	200		Get Balance	1593599861094	1593599864563	OK	 
USER	Bank Load	374	START	1593599864565	1593599864565
USER	Bank Load	375	START	1593599864586	1593599864586
REQUEST	95		Transaction	1593599861359	1593599864593	OK	 
REQUEST	201		Get Balance	1593599861116	1593599864601	OK	 
USER	Bank Load	376	START	1593599864607	1593599864607
REQUEST	93		Transaction	1593599861359	1593599864617	OK	 
REQUEST	94		Transaction	1593599861378	1593599864625	OK	 
USER	Bank Load	377	START	1593599864628	1593599864628
REQUEST	202		Get Balance	1593599861137	1593599864635	OK	 
USER	Bank Load	378	START	1593599864643	1593599864643
REQUEST	203		Get Balance	1593599861158	1593599864650	OK	 
USER	Bank Load	379	START	1593599864665	1593599864665
USER	Bank Load	380	START	1593599864685	1593599864685
REQUEST	96		Transaction	1593599861388	1593599864688	OK	 
REQUEST	204		Get Balance	1593599861178	1593599864696	OK	 
REQUEST	98		Transaction	1593599861428	1593599864702	OK	 
USER	Bank Load	381	START	1593599864706	1593599864706
REQUEST	97		Transaction	1593599861402	1593599864713	OK	 
USER	Bank Load	382	START	1593599864727	1593599864727
REQUEST	205		Get Balance	1593599861193	1593599864759	OK	 
REQUEST	42		Create new account	1593599861434	1593599864759	OK	 
USER	Bank Load	42	END	1593599857924	1593599864760
REQUEST	206		Get Balance	1593599861215	1593599864784	OK	 
USER	Bank Load	385	START	1593599864785	1593599864785
REQUEST	99		Transaction	1593599861440	1593599864786	OK	 
USER	Bank Load	383	START	1593599864743	1593599864743
USER	Bank Load	386	START	1593599864803	1593599864803
USER	Bank Load	384	START	1593599864764	1593599864764
USER	Bank Load	387	START	1593599864824	1593599864824
REQUEST	207		Get Balance	1593599861236	1593599864837	OK	 
USER	Bank Load	388	START	1593599864845	1593599864845
REQUEST	100		Transaction	1593599861469	1593599864849	OK	 
REQUEST	103		Transaction	1593599861498	1593599864859	OK	 
REQUEST	102		Transaction	1593599861500	1593599864860	OK	 
USER	Bank Load	389	START	1593599864866	1593599864866
USER	Bank Load	390	START	1593599864888	1593599864888
USER	Bank Load	391	START	1593599864903	1593599864903
REQUEST	101		Transaction	1593599861505	1593599864914	OK	 
REQUEST	210		Get Balance	1593599861298	1593599864915	OK	 
REQUEST	208		Get Balance	1593599861257	1593599864916	OK	 
REQUEST	209		Get Balance	1593599861277	1593599864916	OK	 
USER	Bank Load	392	START	1593599864923	1593599864923
USER	Bank Load	393	START	1593599864945	1593599864945
REQUEST	212		Get Balance	1593599861334	1593599864956	OK	 
USER	Bank Load	394	START	1593599864966	1593599864966
REQUEST	104		Transaction	1593599861558	1593599864968	OK	 
REQUEST	211		Get Balance	1593599861314	1593599864970	OK	 
REQUEST	106		Transaction	1593599861549	1593599864983	OK	 
USER	Bank Load	395	START	1593599864987	1593599864987
USER	Bank Load	396	START	1593599865008	1593599865008
REQUEST	213		Get Balance	1593599861356	1593599865020	OK	 
USER	Bank Load	397	START	1593599865023	1593599865023
REQUEST	105		Transaction	1593599861599	1593599865028	OK	 
REQUEST	108		Transaction	1593599861637	1593599865037	OK	 
USER	Bank Load	398	START	1593599865044	1593599865044
REQUEST	214		Get Balance	1593599861377	1593599865052	OK	 
REQUEST	215		Get Balance	1593599861399	1593599865056	OK	 
USER	Bank Load	399	START	1593599865065	1593599865065
USER	Bank Load	400	START	1593599865087	1593599865087
REQUEST	107		Transaction	1593599861646	1593599865096	OK	 
REQUEST	217		Get Balance	1593599861434	1593599865104	OK	 
REQUEST	109		Transaction	1593599861669	1593599865104	OK	 
USER	Bank Load	401	START	1593599865108	1593599865108
REQUEST	216		Get Balance	1593599861414	1593599865113	OK	 
USER	Bank Load	402	START	1593599865124	1593599865124
USER	Bank Load	403	START	1593599865145	1593599865145
REQUEST	218		Get Balance	1593599861456	1593599865163	OK	 
USER	Bank Load	404	START	1593599865166	1593599865166
USER	Bank Load	405	START	1593599865188	1593599865188
REQUEST	220		Get Balance	1593599861499	1593599865194	OK	 
